name,provincia,alt,desnivel,dist,pendiente,coef,la_ini,lo_ini,la_fin,lo_fin
" Canteres, Les por Náquera",Valencia,309 m ,129 m ,"4,3 Km ",3 % ,17  , 39.645651 , -0.429711 , 39.672181 , -0.432887 
" Canteres, Les por Náquera-Serra",Valencia,309 m ,129 m ,"4,5 Km ","2,9 % ",17  , 39.645651 , -0.429711 , 39.672181 , -0.432887 
" Canteres, Les por Porta-Coeli",Valencia,309 m ,99 m ,"3,7 Km ","2,7 % ",15  , 39.661379 , -0.473099 , 39.672181 , -0.432887 
" Cantio, El por por Miera",Cantabria,740 m ,540 m ,8 Km ,"6,25 % ",136  , 43.284224 , -3.69868 , 43.281214 , -3.753898 
 Cantó por Adrall,Lleida,1718 m ,1078 m ,"25,79 Km ","4,17 % ",200  ,  ,  ,  ,  
" Cantón, El por Montanejos",Castellón,932 m ,472 m ,"11,9 Km ","3,97 % ",104  , 40.072456 , -0.526271 , 40.117662 , -0.549188 
 Cantonad por Paradores,Burgos,488 m ,120 m ,"2,8 Km ","4,28 % ",19  , 43.095468 , -3.33817 , 43.088808 , -3.35495 
 Cañá del Corchuelo por,Huelva,593 m ,188 m ,"3,27 Km ","5,74 % ",39  ,  ,  ,  ,  
 Cañada de Abajo por Jarafuel,Valencia,615 m ,205 m ,"6,5 Km ","3,15 % ",33  , 39.15682 , -1.030655 , 39.16667 , -0.994434 
 Cañada de la Huesa por Valdemeca,Cuenca,1527 m ,207 m ,"4,14 Km ",5 % ,37  , 40.20308 , -1.73032 , 40.20529 , -1.69378 
 Cañada de la Huesa por Laguna del Marquesado,Cuenca,1527 m ,209 m ,"7,06 Km ","2,96 % ",30  , 40.17628 , -1.67196 , 40.20529 , -1.69378 
 Cañada del Horno por San Martín de la V. Alberche,Ávila,1767 m ,287 m ,"5,4 Km ","5,3 % ",45  , 40.435689 , -5.154011 , 40.393081 , -5.151823 
 Cañada del Horno por Barajas,Ávila,1767 m ,217 m ,"3,79 Km ","5,71 % ",38  , 40.362255 , -5.147369 , 40.393081 , -5.151823 
 Cañada Real Burgalesa por Población de Cerrato,Palencia,877 m ,107 m ,"2,44 Km ","4,39 % ",16  , 41.787369 , -4.431503 , 41.776961 , -4.411268 
 Cañada Real Burgalesa por Esguevillas de Esgueva,Valladolid,877 m ,100 m ,4 Km ,"2,5 % ",14  , 41.751817 , -4.379125 , 41.776961 , -4.411268 
" Cañadillas, Collado de las por La Paridera",Valencia,586 m ,86 m ,"1,6 Km ","5,34 % ",14  , 39.371895 , -0.880322 , 39.372625 , -0.860324 
" Cañadillas, Collado de las por Alborache",Valencia,586 m ,326 m ,"11,6 Km ","2,81 % ",64  , 39.392859 , -0.765309 , 39.372625 , -0.860324 
 Cáñar por Órgiva,Granada,1048 m ,726 m ,"11,15 Km ","6,51 % ",150  , 36.884378 , -3.415289 , 36.9264 , -3.427566 
 Cañaveral por Cherín,Almería,930 m ,397 m ,"12,19 Km ","3,25 % ",70  ,  ,  ,  ,  
 Cañón del Leza por Ribafrecha,La Rioja,812 m ,286 m ,"10,5 Km ","2,72 % ",47  , 42.356895 , -2.388411 , 42.297437 , -2.421563 
 Cap de la Serra por Morella,Castellón,945 m ,173 m ,"2,7 Km ","6,41 % ",32  , 40.611248 , -0.127759 , 40.604178 , -0.141792 
 Cap de la Serra por Cinctorres,Castellón,945 m ,200 m ,"5,3 Km ","3,77 % ",30  , 40.593132 , -0.188184 , 40.604178 , -0.141792 
" Cap del Rec, Refugi del por Martinet-Lles de Cerdanya",Lleida,1986 m ,977 m ,"16,4 Km ",6 % ,179  ,  ,  ,  ,  
 Capía por Vargas,Cantabria,463 m ,410 m ,5 Km ,8 % ,125  , 43.321471 , -3.962379 , 43.301049 , -3.990741 
 Capía por por Puente Viesgo,Cantabria,463 m ,392 m ,"4,75 Km ","9,5 % ",142  , 43.298593 , -3.967094 , 43.301049 , -3.990741 
 Capileira por Pampaneira,Granada,1832 m ,662 m ,"9,9 Km ","6,69 % ",133  , 36.930111 , -3.364391 , 36.96043 , -3.342726 
" Capolat, Malpás por Espunyola",Barcelona,1295 m ,444 m ,"5,1 Km ","8,7 % ",148  ,  ,  ,  ,  
 Capsacosta por Vall de Bianya,Gerona,870 m ,455 m ,"8,66 Km ","5,25 % ",69  , 42.235139 , 2.430553 , 42.256606 , 2.398592 
" Caracol, El por Liérganes-San Roque",Cantabria,822 m ,737 m ,"23,1 Km ","3,19 % ",146  ,  ,  ,  ,  
" Caracol, El por Selaya",Cantabria,822 m ,593 m ,"10,75 Km ","5,61 % ",118  , 43.211128 , -3.805647 , 43.222169 , -3.732004 
 Caraita (La Capona) por Cocentaina (Benifloret),Alicante,639 m ,244 m ,4 Km ,"6,1 % ",50  , 38.742034 , -0.426493 , 38.742335 , -0.380015 
 Caraita (La Capona) por CV-790,Alicante,639 m ,219 m ,"5,5 Km ","3,98 % ",32  , 38.725999 , -0.410013 , 38.742335 , -0.380015 
 Caraita (La Capona) por Benimarfull,Alicante,639 m ,292 m ,"7,3 Km ",4 % ,42  , 38.781488 , -0.413575 , 38.742168 , -0.381303 
 Caraita (La Capona) por Alto del Savall o del Sofre,Alicante,639 m ,267 m ,7 Km ,"3,81 % ",44  , 38.775265 , -0.365124 , 38.742101 , -0.381861 
 Caraita (La Capona) por Barranco de Esmenes,Alicante,639 m ,267 m ,"6,2 Km ","4,31 % ",50  , 38.772822 , -0.36448 , 38.742101 , -0.381861 
 Caraita (La Capona) por CV-700-CV-710,Alicante,639 m ,277 m ,8 Km ,"3,46 % ",38  , 38.784833 , -0.375509 , 38.742168 , -0.381303 
 Carangas por Casa Sotos,Asturias,755 m ,424 m ,"4,3 Km ","9,86 % ",134  , 43.220189 , -5.20709 , 43.225067 , -5.19207 
 Carazo por Hacinas,Burgos,1140 m ,165 m ,"5,76 Km ","2,86 % ",23  , 41.984856 , -3.293452 , 41.971584 , -3.351774 
 Carbajal por Quintanilla de Losada,León,1341 m ,486 m ,"7,5 Km ","6,48 % ",91  , 42.276426 , -6.553717 , 42.265065 , -6.529069 
 Carbajal por Truchas,León,1341 m ,225 m ,"8,6 Km ","2,62 % ",40  , 42.261951 , -6.434680 , 42.265065 , -6.529069 
" Carcasses, Coll de les por Altura",Castellón,702 m ,252 m ,"5,7 Km ","4,4 % ",50  , 39.841759 , -0.540948 , 39.801481 , -0.590258 
" Carcasses, Coll de les por Masía Cucalón",Castellón,702 m ,114 m ,3 Km ,"3,8 % ",16  , 39.791061 , -0.619268 , 39.801481 , -0.590258 
 Cárcer por Río Júcar,Valencia,188 m ,148 m ,"3,9 Km ","3,79 % ",22  , 39.059383 , -0.54245 , 39.030086 , -0.549831 
" Cardoso, Puerto del por Montejo de la Sierra",Madrid,1353 m ,173 m ,"4,3 Km ","4,02 % ",27  , 41.062527 , -3.511205 , 41.091578 , -3.491507 
" Carel, El por Nava de Ordunte",Burgos,450 m ,220 m ,"6,7 Km ","3,28 % ",29  , 43.153806 , -3.27178 , 43.121786 , -3.305597 
" Carel, El por Villanueva de Mena",Burgos,450 m ,132 m ,"2,6 Km ","5,08 % ",21  , 43.101234 , -3.302121 , 43.121786 , -3.305597 
" Cargadero, El por Canicosa de la Sierra",Burgos,1349 m ,205 m ,"5,28 Km ","3,88 % ",29  , 41.935615 , -3.038557 , 41.907132 , -3.025296 
" Cargadero, El por Navaleno",Soria,1330 m ,235 m ,"10,2 Km ","2,3 % ",54  , 41.836743 , -3.006116 , 41.907237 , -3.025239 
" Cármenes, Collada de por Villamanín",León,1339 m ,210 m ,5 Km ,"4,2 % ",32  , 42.941290 , -5.659472 , 42.955637 , -5.611567 
" Cármenes, Collada de por Cármenes",León,1339 m ,189 m ,"3,5 Km ","5,4 % ",29  , 42.959516 , -5.571002 , 42.955637 , -5.611567 
 Carmona por Valle de Cabuérniga,Cantabria,611 m ,351 m ,"4,9 Km ","7,16 % ",75  , 43.227446 , -4.301233 , 43.240617 , -4.325094 
 Carmona por Puentenansa,Cantabria,611 m ,433 m ,"10,1 Km ","4,29 % ",78  , 43.254715 , -4.406548 , 43.239741 , -4.32493 
 Caroig por Río Cazuma,Valencia,1126 m ,816 m ,"14,1 Km ","5,79 % ",193  , 39.117276 , -0.818052 , 39.089768 , -0.914869 
 Carrales por Torres de Abajo,Burgos,1015 m ,160 m ,"5,64 Km ","2,61 % ",38  , 42.961174 , -3.787022 , 42.936767 , -3.829987 
 Carrales por Lomas de Villamediana,Burgos,1015 m ,239 m ,"7,54 Km ","3,17 % ",36  , 42.899583 , -3.871822 , 42.936699 , -3.829937 
 Carrales por Cilleruelo de Bezana,Burgos,1015 m ,160 m ,"3,58 Km ","4,47 % ",23  , 42.961825 , -3.847575 , 42.937622 , -3.830044 
" Carrascal, El por Hoya de la Guija",Ávila,1431 m ,299 m ,"4,2 Km ","7,1 % ",72  , 40.602168 , -4.278967 , 40.621259 , -4.249313 
 Carrascoy por MU - 603,Murcia,1058 m ,868 m ,"9,5 Km ","9,14 % ",322  , 37.871283 , -1.313739 , 37.844234 , -1.270988 
" Carrasqueta, La por Xixona",Alicante,1022 m ,588 m ,"12,8 Km ","4,6 % ",83  , 38.540982 , -0.503654 , 38.605066 , -0.486317 
 Carretera Unbe por Mendiondo,Bizkaia,110 m ,66 m ,"1,1 Km ",6 % ,12  ,  ,  ,  ,  
 Carril Bici de la M607 por Tres Cantos,Madrid,952 m ,188 m ,12 Km ,"1,6 % ",35  , 40.596445 , -3.718103 , 40.681986 , -3.775162 
 Casa de Uceda por CM123,Guadalajara,923 m ,170 m ,"4,2 Km ","4,05 % ",24  , 40.86884 , -3.377187 , 40.842775 , -3.360489 
 Casa del Nen (Valle de Cornudella) por N-230,Huesca,968 m ,303 m ,"6,92 Km ","4,38 % ",60  ,  ,  ,  ,  
 Casa del Rabosero por Ayora,Valencia,813 m ,263 m ,"4,8 Km ","5,48 % ",70  , 39.060783 , -1.038594 , 39.048719 , -1.093311 
 Casa Forestal de Pié Pajarón por Embalse de La Toba,Cuenca,1292 m ,102 m ,"1,85 Km ","5,51 % ",16  , 40.21619 , -1.89430 , 40.22348 , -1.88664 
 Casa Pavia (Valle de Cornudella) por N-230,Huesca,885 m ,220 m ,"3,18 Km ","6,92 % ",50  ,  ,  ,  ,  
 Casa Ribera (El Realenc) por Carcaixent,Valencia,233 m ,203 m ,"4,4 Km ","4,61 % ",30  , 39.124834 , -0.437307 , 39.091333 , -0.399799 
 Casa Vitla por Castell de Castells,Alicante,635 m ,140 m ,"1,2 Km ","11,67 % ",58  , 38.730887 , -0.202432 , 38.737582 , -0.206466 
 Casarejos por Casarejos,Soria,1120 m ,52 m ,2 Km ,"2,59 % ",7  , 41.79395 , -3.02917 , 41.804472 , -3.048713 
 Casarejos por San Leonardo,Soria,1120 m ,93 m ,"3,09 Km ",3 % ,12  , 41.824815 , -3.072987 , 41.804472 , -3.048713 
 Casas de la Torcada por por Km 33 de la CA-261,Cantabria,245 m ,151 m ,"0,98 Km ","15,39 % ",85  , 43.261398 , -3.475481  , 43.26693 , -3.472198 
 Casas de Oroque (El Cañizo) por Cofrentes,Valencia,530 m ,202 m ,"3,4 Km ","5,94 % ",42  , 39.241028 , -1.054258 , 39.255386 , -1.0425 
" Casas del Conde, Las - Arroyomuerto por Río Francia",Salamanca,1106 m ,521 m ,8 Km ,"6,5 % ",103  , 40.505297 , -6.045078 , 40.543949 , -6.059139 
 Casas del Río por Casas del Río,Valencia,703 m ,343 m ,"7,7 Km ","4,45 % ",55  , 39.29658 , -1.133995 , 39.341799 , -1.123266 
" Cascalls, Coll de por Artesa",Castellón,618 m ,408 m ,"8,5 Km ","4,8 % ",76  , 39.958109 , -0.293112 , 39.979718 , -0.360703 
" Cascalls, Coll de por Villamalur",Castellón,618 m ,130 m ,"2,7 Km ","4,8 % ",20  , 39.966859 , -0.376925 , 39.979718 , -0.360703 
" Cascalls, Coll de por Tales-Collado Ayódar",Castellón,618 m ,328 m ,6 Km ,"5,5 % ",62  , 39.946562 , -0.310493 , 39.979718 , -0.360703 
" Cascalls, Coll de por Ayódar",Castellón,618 m ,260 m ,"5,3 Km ","4,9 % ",41  , 39.998032 , -0.371046 , 39.979718 , -0.360703 
" Casela, A por Río Lóuzara",Lugo,844 m ,447 m ,"4,8 Km ","9,3 % ",134  , 42.605546 , -7.238367 , 42.626517 , -7.273986 
 Caserío Sandra por Billabona,Gipuzkoa,430 m ,371 m ,"4,8 Km ","9,6 % ",123  , 43.185747 , -2.052716 , 43.175800 , -2.022443 
 Caseta de Antonino por Carlet,Valencia,237 m ,137 m ,"1,6 Km ","8,56 % ",36  , 39.227932 , -0.573606 , 39.224707 , -0.587811 
 Caseta del Collado por Vall d'Ebo,Alicante,560 m ,182 m ,2 Km ,"9,1 % ",52  , 38.80741 , -0.165095 , 38.817174 , -0.156898 
 Caseta del Collado por Norte,Alicante,560 m ,122 m ,"1,7 Km ","7,18 % ",39  , 38.824029 , -0.158744 , 38.817174 , -0.156898 
 Casielles por N-634 -Rio Pendon- Nava,Asturias,727 m ,512 m ,"3,7 Km ","13,84 % ",273  , 43.348791 , -5.466599 , 43.326091 , -5.470344 
 Casielles por N-625 Puente la Huera,Asturias,812 m ,467 m ,"3,85 Km ","12,1 % ",198  , 43.187249 , -5.077786 , 43.189666 , -5.090725 
 Casielles por Puente Aguera N-625,Asturias,809 m ,475 m ,4 Km ,"11,87 % ",195  , 43.187312 , -5.077701 , 43.189377 , -5.090575 
 Cassanya por Almenara,Castellón,154 m ,114 m ,"3,4 Km ","3,2 % ",16  , 39.762565 , -0.231142 , 39.774704 , -0.258608 
 Castanesa (Pueblo) por Noales (Carretera Vieja),Huesca,1510 m ,512 m ,"9,23 Km ","5,55 % ",97  ,  ,  ,  ,  
 Castanesa (Pueblo) por Noales (Carretera Nueva),Huesca,1510 m ,512 m ,"7,96 Km ","6,43 % ",105  ,  ,  ,  ,  
" Castañares, Los por Arroyo San Pedro",Sevilla,615 m ,305 m ,"7,9 Km ","3,9 % ",43  ,  ,  ,  ,  
" Castaño, El por Era Grande",Córdoba,801 m ,285 m ,"7,49 Km ","3,8 % ",66  ,  ,  ,  ,  
 Castarné (Pueblo) por N-260,Huesca,1069 m ,139 m ,"2,33 Km ","5,97 % ",26  ,  ,  ,  ,  
 Castell de Cullera por Cullera,Valencia,105 m ,103 m ,"1,5 Km ","6,87 % ",24  , 39.165272 , -0.245347 , 39.165339 , -0.249081 
 Castell de Montesa por Río Cáñoles,Valencia,344 m ,161 m ,"3,5 Km ","4,6 % ",30  , 38.934911 , -0.633945 , 38.953235 , -0.661068 
 Castell de Vilavella por Vilavella,Castellón,118 m ,78 m ,"0,8 Km ","9,8 % ",24  , 39.858759 , -0.184236 , 39.862581 , -0.190673 
 Castell de Vilavella por Santa Bárbara,Castellón,118 m ,78 m ,1 Km ,"7,8 % ",18  , 39.853983 , -0.187111 , 39.862581 , -0.190673 
 Castell de Xàtiva por Xàtiva,Valencia,271 m ,181 m ,"3,4 Km ","5,32 % ",34  , 38.996007 , -0.521035 , 38.982898 , -0.517688 
 Castell de Xivert por Alcalá de Xivert,Castellón,378 m ,230 m ,"4,5 Km ","5,11 % ",43  , 40.299298 , 0.230842 , 40.307513 , 0.255733 
" Castellans, Alt dels por Todolella",Castellón,982 m ,253 m ,"5,1 Km ","4,96 % ",41  , 40.645187 , -0.238953 , 40.647531 , -0.265517 
" Castellars, Els por La Mata",Castellón,909 m ,152 m ,"2,2 Km ","6,91 % ",43  , 40.621543 , -0.265689 , 40.621119 , -0.250583 
" Castellars, Els por Todolella",Castellón,909 m ,172 m ,"3,7 Km ","4,65 % ",24  , 40.64395 , -0.238051 , 40.621119 , -0.250583 
 Castellet de Calp por Punta de Mascarat,Alicante,200 m ,195 m ,"1,7 Km ","11,47 % ",81  , 38.631757 , 0.002789 , 38.637623 , 0.011802 
" Castellet, Collado del por Bolulla",Alicante,611 m ,425 m ,"6,3 Km ","6,75 % ",118  , 38.671975 , -0.107932 , 38.696698 , -0.131407 
" Castellet, El por Embalse Guadalest",Alicante,854 m ,459 m ,"3,8 Km ","12,08 % ",202  , 38.692544 , -0.207067 , 38.709659 , -0.207195 
 Castellnovo por Soneja-Almedíjar,Castellón,396 m ,106 m ,"3,4 Km ","3,1 % ",15  , 39.851413 , -0.431342 , 39.862021 , -0.4422 
 Castellnovo por Castellnovo,Castellón,396 m ,88 m ,"3,3 Km ","2,7 % ",15  , 39.855696 , -0.472112 , 39.862021 , -0.4422 
 Castielfabib por Los Santos,Valencia,890 m ,85 m ,"1,4 Km ","6,01 % ",14  , 40.116152 , -1.296988 , 40.131575 , -1.305013 
" Castielfabib, Alto de por Castielfabib (interior)",Valencia,973 m ,203 m ,6 Km ,"3,38 % ",43  , 40.106273 , -1.288619 , 40.127966 , -1.313896 
" Castielfabib, Alto de por Los Santos-N420",Valencia,973 m ,203 m ,"5,3 Km ","3,83 % ",36  , 40.106273 , -1.288619 , 40.127966 , -1.313896 
" Castielfabib, Alto de por Castielfabib (exterior)",Valencia,973 m ,203 m ,"4,4 Km ","4,61 % ",38  , 40.106273 , -1.288619 , 40.127966 , -1.313896 
 Castilblanques por Casas del Cura,Valencia,720 m ,242 m ,"6,7 Km ","3,61 % ",49  , 39.276218 , -1.039796 , 39.321782 , -1.030054 
 Castilblanques por Viñuelas,Valencia,720 m ,100 m ,"1,7 Km ","6,18 % ",24  , 39.324604 , -1.018424 ,  39.321782 , -1.030054 
 Castilblanques por Rambla Ripia,Valencia,720 m ,242 m ,"5,2 Km ","4,65 % ",42  , 39.279972 , -1.019025 , 39.321782 , -1.030054 
 Castilleja de la Cuesta por Cuesta del Caracol,Sevilla,108 m ,88 m ,"3,1 Km ","2,8 % ",12  ,  ,  ,  ,  
 Castillo de Constantina por Constantina,Sevilla,592 m ,105 m ,"4,2 Km ","2,5 % ",15  ,  ,  ,  ,  
 Castillo de Feria por Feria,Badajoz,670 m ,270 m ,4 Km ,"7,2 % ",71  , 38.518964 , -6.535174 , 38.514717 , -6.568022 
 Castillo de Puebla de Sanabria por Plaza de Armas (Este),Zamora,948 m ,32 m ,"0,21 Km ","15,24 % ",18  , 42.052506 , -6.633469 , 42.054784 , -6.633824 
 Castillo de Puebla de Sanabria por Herraduras (Oeste),Zamora,948 m ,50 m ,"0,65 Km ","7,69 % ",11  , 42.057384 , -6.634568 , 42.054784 , -6.633824 
 Castillo de Sagunto por Sagunto (Ayuntamiento),Valencia,127 m ,77 m ,"0,8 Km ","9,7 % ",25  , 39.680208 , -0.278435 , 39.676376 , -0.277705 
 Castillo de San Julián por Cartagena,Murcia,300 m ,283 m ,"3,59 Km ","7,94 % ",85  , 37.59782 , -0.973499 , 37.581293 , -0.965044 
 Castillo de Santa Catalina por Jaén (Catedral),Jaén,810 m ,290 m ,6 Km ,"4,82 % ",45  , 37.764144 , -3.782136 , 37.768209 , -3.802046 
 Castillo de Santa Catalina por Jaén,Jaén,810 m ,290 m ,"6,59 Km ","4,38 % ",59  , 37.785321 , -3.796563 , 37.768209 , -3.802046 
 Castillo de Villamalefa por Ludiente,Castellón,804 m ,484 m ,16 Km ,3 % ,79  , 40.062439 , -0.343924 , 40.126653 , -0.375767 
 Castillo de Villamalefa por Zucaina,Castellón,804 m ,269 m ,"6,4 Km ","4,2 % ",45  , 40.133478 , -0.39701 , 40.126653 , -0.375767 
 Castillo de Villamalefa por Cedramán,Castellón,804 m ,245 m ,"7,1 Km ","3,5 % ",46  , 40.145289 , -0.382504 , 40.126653 , -0.375767 
 Castillo del Buen Suceso por Cañada del Hoyo,Cuenca,1066 m ,88 m ,"1,96 Km ","4,49 % ",19  , 39.95961 , -1.89492 , 39.97373 , -1.90243 
 Castillo del Inglés por Irun,Gipuzkoa,497 m ,481 m ,"9,2 Km ","5,23 % ",137  , 43.336447 , -1.777777 , 43.295333 , -1.786473 
 Castillo del Inglés por Oiartzun,Gipuzkoa,497 m ,481 m ,12 Km ,"4,01 % ",92  , 43.307974 , -1.881259 , 43.295333 , -1.786473 
 Castilnegro por N-430,Ciudad Real,852 m ,372 m ,"4,2 Km ","8,9 % ",130  , 39.043824 , -4.562591 , 39.032074 , -4.552592 
 Castrelos-Alto da Penagueira (La Gamoneda) por Lubián,Zamora,1073 m ,118 m ,"2,75 Km ","4,29 % ",15  , 42.030657 , -6.911008 , 42.016566 , -6.914485 
 Castrelos-Alto da Penagueira (La Gamoneda) por Hermisende,Zamora,1073 m ,276 m ,"8,7 Km ","3,17 % ",45  , 41.966392 , -6.903241 , 42.016566 , -6.914485 
 Castríos por Las Machorras,Burgos,1394 m ,562 m ,8 Km ,7 % ,170  , 43.117651 , -3.589611 , 43.100591 , -3.651366 
 Castro de Alcañices por Salto de Castro,Zamora,758 m ,200 m ,"4,37 Km ","4,58 % ",39  , 41.575158 , -6.187118 , 41.600574 , -6.181659 
 Castro Filabres por Rambla de la Galexa (Al-405),Almería,954 m ,275 m ,"5,9 Km ","4,65 % ",47  ,  ,  ,  ,  
" Castrobarto, Alto de por Castrobarto",Burgos,784 m ,106 m ,"2,3 Km ","4,61 % ",15  , 43.04054 , -3.389025 , 43.025294 , -3.375978 
" Castro-Filabres, Alto de por Gérgal",Almería,1273 m ,685 m ,"18,5 Km ","2,7 % ",105  ,  ,  ,  ,  
 Castromil (A Portela) por Alto do Ladiairo,Zamora,1085 m ,136 m ,"5,1 Km ","2,67 % ",24  , 41.965339 , -6.945083 , 41.997432 , -6.971347 
 Castromil (A Portela) por Cádavos,Orense,1085 m ,193 m ,"6,65 Km ","2,9 % ",31  , 41.975901 , -7.008426 , 41.997432 , -6.971347 
 Castroviejo por Duruelo de la Sierra,Soria,1529 m ,337 m ,"6,7 Km ","5,03 % ",54  , 41.952298 , -2.926229 , 41.988305 , -2.921637 
 Castroviejo por Alesón,La Rioja,969 m ,415 m ,"11,8 Km ","3,52 % ",59  , 42.409976 , -2.685664 , 42.328474 , -2.660494 
 Castroviejo por Tricio,La Rioja,969 m ,423 m ,"11,8 Km ","3,58 % ",66  , 42.400675 , -2.714524 , 42.328474 , -2.660494 
" Cau,El - Cabo,el por La Nueva",Asturias,655 m ,354 m ,3 Km ,"11,8 % ",143  , 43.261894 , -5.673666 , 43.257331 , -5.688729 
" Cavallers, Presa de por Caldes de Boí",Lleida,1764 m ,513 m ,"8,53 Km ","6,01 % ",91  , 42.53144 , 0.833131 , 42.583914 , 0.855705 
" Cavero, Puerto de por Río Perejiles",Zaragoza,765 m ,240 m ,"5,96 Km ","4,03 % ",35  , 41.360944 ,  -1.609112 , 41.392655 , -1.553174 
" Cebreiro, O por Villafranca del Bierzo",León,1300 m ,700 m ,"17,7 Km ","3,95 % ",102  , 42.663955 , -6.946113 , 42.707867 , -7.044218 
" Cebreiro, O por As Nogais (N-6)",Lugo,1300 m ,790 m ,"19,5 Km ","4,05 % ",110  , 42.808666 , -7.110136 , 42.709408 , -7.041017 
" Cebreiro, O por Laguna de Tablas",Lugo,1300 m ,456 m ,7 Km ,"6,51 % ",105  , 42.728231 , -7.059728 , 42.709408 , -7.041017 
" Cebreiro, O (Camino de Santiago) por La Laguna de Castilla",León,1405 m ,800 m ,"15,9 Km ","5,02 % ",205  ,  ,  ,  ,  
" Cedacero, El por Mazarrón - La Azohía",Murcia,310 m ,140 m ,"4,9 Km ","5,6 % ",88  , 37.576868 , -1.184149 , 37.598633 , -1.140718 
 Cellorigo por LR-312,La Rioja,770 m ,175 m ,"2,5 Km ",7 % ,38  , 42.620091 , -2.990965 , 42.628126 , -2.998066 
 Cellorigo por Miranda de Ebro,La Rioja,770 m ,305 m ,10 Km ,3 % ,41  , 42.678936 , -2.949252 , 42.628126 , -2.998066 
" Centenera, La por Mombeltrán",Ávila,1350 m ,825 m ,"17,3 Km ","4,8 % ",161  , 40.245533 , -5.020924 , 40.288038 , -5.061178 
" Centenera, La por Arenas de San Pedro",Ávila,1350 m ,850 m ,16 Km ,"5,3 % ",148  , 40.210343 , -5.092506 , 40.288038 , -5.061178 
 Cereixeira por Puente vitos,Asturias,635 m ,410 m ,"4,35 Km ","9,42 % ",148  ,  43.226694 , -6.922674  , 43.210493 , -6.905851 
" Cerengo, Alto do por Embalse Montefurado - Navea",Orense,1165 m ,832 m ,13 Km ,"6,4 % ",202  , 42.375904 , -7.235935 , 42.411132 , -7.280202 
" Cerezal, La por Rio Aranguin",Asturias,674 m ,423 m ,"4,5 Km ","9,4 % ",137  , 43.474038 , -6.253581 , 43.499134 , -6.288729 
" Cerezal, La por Arcallana",Asturias,674 m ,482 m ,"5,3 Km ","9,09 % ",139  , 43.516315 , -6.301947 , 43.499134 , -6.288729 
 Cerler-Ampriú por Benasque,Huesca,1912 m ,777 m ,"13,8 Km ","5,63 % ",187  , 42.608263 , 0.523174 , 42.560645 , 0.568964 
" Cerredo, Puerto de por Fondos de Vega",Asturias,1359 m ,615 m ,17 Km ,"3,61 % ",103  , 42.953282 , -6.614456 , 42.954538 , -6.439533 
 Cerro Becerrero por Gilena,Sevilla,841 m ,499 m ,"13,9 Km ","3,6 % ",132  ,  ,  ,  ,  
 Cerro Becerrero por La Salada,Sevilla,841 m ,505 m ,"8,69 Km ","5,8 % ",121  ,  ,  ,  ,  
 Cerro Becerrero por El Rubio o Marinaleda,Sevilla,841 m ,604 m ,"12,69 Km ","4,8 % ",141  ,  ,  ,  ,  
 Cerro Caracoles por Ayora-río Zarra,Valencia,822 m ,147 m ,5 Km ,"2,94 % ",21  , 39.077309 , -1.127687 , 39.092865 , -1.17837 
 Cerro de la Juana por Olula de Castro (fin MTB),Almería,1252 m ,535 m ,"18,2 Km ","2,94 % ",122  ,  ,  ,  ,  
 Cerro de la Juana por Castro Filabres (fin MTB),Almería,1252 m ,573 m ,"10,6 Km ","5,4 % ",105  ,  ,  ,  ,  
 Cerro de Miranda por Fondón,Almería,1005 m ,205 m ,"3,9 Km ","5,26 % ",30  ,  ,  ,  ,  
 Cerro de Miranda por Rágol - Canjáyar,Almería,1005 m ,594 m ,"17,39 Km ","3,41 % ",104  ,  ,  ,  ,  
 Cerro de San Pedro por Colmenar Viejo,Madrid,1058 m ,149 m ,6 Km ,"2,48 % ",21  , 40.682688 , -3.769727 , 40.730885 , -3.733764 
 Cerro de San Pedro por Guadalix de la Sierra,Madrid,1058 m ,218 m ,"10,3 Km ","2,1 % ",35  , 40.778699 , -3.690856 , 40.716633 , -3.753598 
 Cerro del Moro (Repetidor de Mijas) por Benalmádena,Málaga,952 m ,933 m ,"14,2 Km ","6,57 % ",266  ,  ,  ,  ,  
 Cerro del Socorro por Cuenca,Cuenca,1152 m ,231 m ,"10,04 Km ","2,3 % ",43  , 40.07653 , -2.12813 , 40.07581 , -2.12296 
 Cerro del Socorro por Cruce CU-914,Cuenca,1152 m ,179 m ,"6,06 Km ","2,95 % ",34  , 40.08366 , -2.09264 , 40.07581 , -2.12296 
 Cerro La Plana (La Marquesa) por La Xara,Alicante,152 m ,135 m ,"2,1 Km ","6,43 % ",26  , 38.826904 , 0.080209 , 38.816639 , 0.075788 
 Cerro Malacara por por Obeilar,Granada,891 m ,272 m ,"4,8 Km ","5,67 % ",73  ,  ,  ,  ,  
 Cerro Muriano por Sur,Córdoba,558 m ,374 m ,"10,76 Km ","3,5 % ",57  ,  ,  ,  ,  
 Cerro Negrillo por Constantina,Sevilla,854 m ,352 m ,"10,22 Km ","3,4 % ",50  ,  ,  ,  ,  
 Cerro Negro por La Cabra (N-630),Sevilla,330 m ,157 m ,"8,1 Km ","1,9 % ",24  ,  ,  ,  ,  
 Cerro Ramón por Casas de Juan Gil,Albacete,1049 m ,219 m ,"8,6 Km ","2,55 % ",31  , 39.125499 , -1.242743 , 39.111249 , -1.245275 
